station,hour,trips_out_lag_1h,trips_out_lag_24h,trips_out_rolling_mean_3h,trips_in_lag_1h,trips_in_lag_24h,trips_in_rolling_mean_3h
Danforth Ave & Sullivan Dr,20,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Ave & Sullivan Dr,21,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Ave & Sullivan Dr,22,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Ave & Sullivan Dr,23,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,0,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,1,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,2,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,3,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,4,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,5,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,6,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,7,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,8,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,9,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,10,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,11,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,12,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,13,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,14,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,15,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,16,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,17,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,18,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,19,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,20,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,21,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,22,0.0,0.0,0.0,0.0,0.0,0.0
Danforth Light Rail,23,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,0,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,1,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,2,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,3,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,4,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,5,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,6,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,7,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,8,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,9,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,10,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,11,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,12,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,13,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,14,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,15,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,16,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,17,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,18,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,19,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,20,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,21,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,22,0.0,0.0,0.0,0.0,0.0,0.0
DeKalb Ave & Franklin Ave,23,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,0,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,1,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,2,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,3,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,4,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,5,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,6,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,7,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,8,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,9,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,10,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,11,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,12,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,13,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,14,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,15,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,16,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,17,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,18,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,19,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,20,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,21,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,22,0.0,0.0,0.0,0.0,0.0,0.0
Delancey St & Eldridge St,23,0.0,0.0,0.0,0.0,0.0,0.0
Dey St,0,0.0,0.0,0.0,0.0,0.0,0.0
Dey St,1,0.0,0.0,0.0,0.0,0.0,0.0
Dey St,2,0.0,0.0,0.0,0.0,0.0,0.0
Dey St,3,0.0,0.0,0.0,0.0,0.0,0.0
Dey St,4,0.0,0.0,0.0,0.0,0.0,0.0
Dey St,5,0.0,0.0,0.0,0.0,0.0,0.0
Dey St,6,0.0,0.0,0.0,0.0,0.0,0.0
Dey St,7,0.0,0.0,0.33333334,0.0,0.0,0.0
Dey St,8,0.0,0.0,0.0,0.0,0.0,0.0
Dey St,9,0.0,0.0,0.0,0.0,0.0,0.0
Dey St,10,0.0,0.0,0.0,0.0,0.0,0.0
Dey St,11,0.0,0.0,0.0,0.0,0.0,0.0
Dey St,12,0.0,0.0,0.0,0.0,0.0,0.33333334
Dey St,13,0.0,0.0,0.33333334,0.0,0.0,0.33333334
Dey St,14,0.0,0.0,0.33333334,0.0,0.0,0.33333334
Dey St,15,0.0,0.0,0.0,0.0,0.0,0.33333334
Dey St,16,0.0,0.0,0.0,0.0,0.0,0.0
Dey St,17,0.0,0.0,0.0,0.0,0.0,0.33333334
Dey St,18,0.0,0.0,0.0,0.0,0.0,0.0
Dey St,19,0.0,0.0,0.0,0.0,0.0,0.0
Dey St,20,0.0,0.0,0.0,0.0,0.0,0.0
Dey St,21,0.0,0.0,0.0,0.0,0.0,0.0
Dey St,22,0.0,0.0,0.0,0.0,0.0,0.0
Dey St,23,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,0,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,1,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,2,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,3,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,4,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,5,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,6,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,7,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,8,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,9,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,10,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,11,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,12,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,13,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,14,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,15,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,16,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,17,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,18,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,19,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,20,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,21,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,22,0.0,0.0,0.0,0.0,0.0,0.0
Division St & Bowery,23,0.0,0.0,0.0,0.0,0.0,0.0
Dixon Mills,0,0.0,0.0,0.0,0.0,0.0,0.0
Dixon Mills,1,0.0,0.0,0.0,0.0,0.0,0.0
Dixon Mills,2,0.0,0.0,0.0,0.0,0.0,0.0
Dixon Mills,3,0.0,0.0,0.0,0.0,0.0,0.0
Dixon Mills,4,0.0,0.0,0.0,0.0,0.0,0.0
Dixon Mills,5,0.0,0.0,0.0,0.0,0.0,0.0
Dixon Mills,6,0.0,0.0,0.0,0.0,0.0,0.0
Dixon Mills,7,0.0,0.0,0.0,0.0,0.0,0.0
Dixon Mills,8,0.0,0.0,0.0,0.0,0.0,0.0
Dixon Mills,9,0.0,0.0,0.33333334,0.0,0.0,0.0
Dixon Mills,10,0.0,0.0,0.33333334,0.0,0.0,0.0
Dixon Mills,11,0.0,0.0,0.0,0.0,0.0,0.0
Dixon Mills,12,0.0,1.0,0.0,0.0,0.0,0.0
Dixon Mills,13,1.0,0.0,0.33333334,0.0,0.0,0.0
Dixon Mills,14,0.0,0.0,0.33333334,0.0,0.0,0.0
Dixon Mills,15,0.0,0.0,0.33333334,0.0,0.0,0.33333334
Dixon Mills,16,0.0,0.0,0.0,0.0,0.0,0.0
Dixon Mills,17,0.0,0.0,0.0,0.0,0.0,0.33333334
Dixon Mills,18,0.0,0.0,0.33333334,0.0,0.0,0.0
Dixon Mills,19,0.0,0.0,0.0,0.0,0.0,0.0
Dixon Mills,20,0.0,0.0,0.0,0.0,0.0,0.33333334
Dixon Mills,21,0.0,0.0,0.0,0.0,0.0,0.0
Dixon Mills,22,0.0,0.0,0.33333334,0.0,0.0,0.0
Dixon Mills,23,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,1,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,2,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,3,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,4,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,5,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,6,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,7,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,8,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,9,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,10,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,11,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,12,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,13,0.0,0.0,0.33333334,0.0,0.0,0.0
Dr. Lena Edwards Park,14,0.0,0.0,0.33333334,0.0,0.0,0.0
Dr. Lena Edwards Park,15,0.0,0.0,0.33333334,0.0,0.0,0.0
Dr. Lena Edwards Park,16,0.0,0.0,0.33333334,0.0,0.0,0.0
Dr. Lena Edwards Park,17,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,18,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,19,0.0,0.0,0.0,0.0,0.0,0.33333334
Dr. Lena Edwards Park,20,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,21,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,22,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Lena Edwards Park,23,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,0,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,1,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,2,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,3,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,4,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,5,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,6,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,7,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,8,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,9,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,10,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,11,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,12,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,13,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,14,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,15,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,16,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,17,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,18,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,19,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,20,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,21,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,22,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & Lorimer St,23,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,0,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,1,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,2,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,3,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,4,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,5,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,6,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,7,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,8,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,9,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,10,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,11,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,12,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,13,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,14,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,15,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,16,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,17,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,18,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,19,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,20,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,21,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,22,0.0,0.0,0.0,0.0,0.0,0.0
Driggs Ave & N 9 St,23,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,0,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,1,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,2,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,3,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,4,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,5,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,6,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,7,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,8,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,9,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,10,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,11,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,12,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,13,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,14,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,15,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,16,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,17,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,18,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,19,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,20,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,21,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,22,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & 1 Ave,23,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,0,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,1,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,2,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,3,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,4,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,5,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,6,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,7,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,8,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,9,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,10,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,11,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,12,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,13,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,14,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,15,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,16,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,17,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,18,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,19,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,20,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,21,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,22,0.0,0.0,0.0,0.0,0.0,0.0
E 1 St & Bowery,23,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,0,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,1,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,2,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,3,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,4,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,5,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,6,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,7,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,8,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,9,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,10,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,11,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,12,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,13,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,14,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,15,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,16,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,17,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,18,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,19,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,20,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,21,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,22,0.0,0.0,0.0,0.0,0.0,0.0
E 10 St & Ave A,23,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,0,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,1,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,2,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,3,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,4,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,5,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,6,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,7,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,8,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,9,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,10,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,11,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,12,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,13,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,14,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,15,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,16,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,17,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,18,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,19,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,20,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,21,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,22,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & 3 Ave,23,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,0,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,1,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,2,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,3,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,4,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,5,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,6,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,7,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,8,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,9,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,10,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,11,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,12,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,13,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,14,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,15,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,16,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,17,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,18,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,19,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,20,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,21,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,22,0.0,0.0,0.0,0.0,0.0,0.0
E 11 St & Ave B,23,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,0,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,1,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,2,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,3,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,4,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,5,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,6,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,7,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,8,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,9,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,10,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,11,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,12,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,13,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,14,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,15,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,16,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,17,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,18,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,19,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,20,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,21,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,22,0.0,0.0,0.0,0.0,0.0,0.0
E 12 St & 3 Ave,23,0.0,0.0,0.0,0.0,0.0,0.0
E 15 St & 3 Ave,0,0.0,0.0,0.0,0.0,0.0,0.0
E 15 St & 3 Ave,1,0.0,0.0,0.0,0.0,0.0,0.0
